displacement_all,pressure_solid_all,pressure_IF_all,pressure_cell_all,pressure_blood_all,load_all,time_all,varepsilonb_all,varepsilon_all
1.0185206920021564e-20,3.252706745924013e-13,381.95004655567664,-45452.05554012625,-4.192300221084502e-12,0.0,0.5,0.03999999999999981,0.5949999999999999
1.502818122112784e-20,4.958009311748252e-13,381.95004655567686,-45452.05554012625,-3.2716405819646377e-12,0.0,1.0,0.039999999999999834,0.5949999999999999
1.8450164745852757e-20,5.6843418860808e-13,381.95004655567686,-45452.05554012625,-2.4844583024690912e-12,0.0,1.5,0.03999999999999987,0.5949999999999996
2.1076612852610183e-20,6.663311877572493e-13,381.95004655567703,-45452.05554012625,-1.8261957848510454e-12,0.0,2.0,0.03999999999999989,0.5949999999999998
2.314686859976522e-20,7.231746066180574e-13,381.9500465556771,-45452.05554012625,-1.3275772342997193e-12,0.0,2.5,0.0399999999999999,0.5949999999999998
2.4816437229833247e-20,8.368614443396733e-13,381.9500465556772,-45452.05554012625,-9.33449739847445e-13,0.0,3.0,0.03999999999999991,0.5949999999999998
2.619128729639246e-20,9.09494701772928e-13,381.9500465556772,-45452.05554012625,-6.650056382469777e-13,0.0,3.5,0.03999999999999992,0.5949999999999998
2.736465368489538e-20,9.663381206337358e-13,381.9500465556773,-45452.05554012625,-4.688034974853488e-13,0.0,4.0,0.03999999999999993,0.5949999999999998
2.837583095374389e-20,9.663381206337358e-13,381.9500465556773,-45452.05554012625,-3.4330644644898103e-13,0.0,4.5,0.03999999999999993,0.5949999999999998
2.9263525043294643e-20,1.0231815394945439e-12,381.95004655567743,-45452.05554012625,-2.2647603038413162e-13,0.0,5.0,0.03999999999999994,0.5949999999999998
3.0063510627260776e-20,1.0389713780669906e-12,381.95004655567743,-45452.05554012625,-1.6265042027784544e-13,0.0,5.5,0.03999999999999995,0.5949999999999998
3.0783739864096926e-20,1.0389713780669906e-12,381.95004655567743,-45452.05554012625,-9.878081585361719e-14,0.0,6.0,0.03999999999999996,0.5949999999999998
3.144574545949406e-20,1.0389713780669906e-12,381.95004655567743,-45452.05554012625,-4.7355662883508384e-14,0.0,6.5,0.03999999999999996,0.5949999999999998
3.206549965243686e-20,1.0389713780669906e-12,381.95004655567743,-45452.05554012625,-2.5856617061546937e-14,0.0,7.0,0.03999999999999996,0.5949999999999998
3.264634036113538e-20,1.0958147969277988e-12,381.95004655567743,-45452.05554012625,1.0175641545399352e-14,0.0,7.5,0.03999999999999996,0.5949999999999998
3.319828213607731e-20,1.0073917009220974e-12,381.95004655567743,-45452.05554012625,-1.981640482223143e-15,0.0,8.0,0.03999999999999996,0.5949999999999998
3.3728726313461657e-20,1.0958147969277988e-12,381.95004655567743,-45452.05554012625,3.013193570918433e-14,0.0,8.5,0.03999999999999996,0.5949999999999998
3.423196982362255e-20,1.0073917009220974e-12,381.95004655567743,-45452.05554012625,2.637794304819861e-14,0.0,9.0,0.03999999999999996,0.5949999999999998
3.470517341324778e-20,1.0389713780669906e-12,381.95004655567743,-45452.05554012625,4.3928382605631466e-14,0.0,9.5,0.03999999999999996,0.5949999999999998
3.516194518523085e-20,1.0958147969277988e-12,381.95004655567743,-45452.05554012625,5.52232792733891e-14,0.0,10.0,0.03999999999999996,0.5949999999999998
-1.017371263942354e-08,4.779967547806176,386.7300143246656,-45447.507932462555,4.195630339893379,4.894348370484646,10.5,0.03997662651824748,0.5950286800418662
-4.431083921979451e-08,18.509611907409898,400.4596596548123,-45434.797925636434,15.503923596101025,19.098300562505255,11.0,0.039879773360862444,0.5951331913772006
-1.0670844500441677e-07,39.58808817989167,421.53813821019605,-45416.11809873104,31.258084611777235,41.221474770752685,11.5,0.03966681887109934,0.5953351013133484
-1.9644080425081223e-07,65.75706310616238,447.70711712684437,-45394.14272323784,48.74630158309867,69.09830056250526,12.0,0.03931973140811464,0.5956303830606154
-3.0858863867018334e-07,94.31599827384693,476.2660581326215,-45371.72128008297,65.43682366283731,99.99999999999999,12.5,0.038845624417418845,0.5959992407704836
-4.354188463480412e-07,122.36038383680003,504.3104512477346,-45351.62001172061,79.05400941136247,130.90169943749476,13.0,0.03827040961347048,0.5964142365600137
-5.67571157068119e-07,147.04354817911366,528.9936244685439,-45336.28024510514,87.65451600146538,158.7785252292473,13.5,0.03763129418964818,0.5968455796291914
-6.951452312045065e-07,165.8441691906549,547.794255090081,-45327.59926320298,89.75012062345994,180.90169943749476,14.0,0.03697061046599692,0.5972640814692696
-8.086164339437564e-07,176.81370290599173,558.763798413001,-45326.75352507256,84.46607330638085,195.10565162951536,14.5,0.03633168184436017,0.5976424633877327
-8.995728132659196e-07,178.77677315101292,560.726877473289,-45334.08526342796,71.696478840861,200.0,15.0,0.03575650921034699,0.5979557077690162
-9.705728402003256e-07,176.28349325895118,558.233605077285,-45344.48682189119,56.66783226526593,200.0,15.5,0.03527051462877301,0.5981984068143812
-1.0299920974689567e-06,174.23846160930773,556.1885795260791,-45352.968669632595,44.340540347822945,200.0,16.0,0.03487444203504534,0.5983852784392355
-1.0809101645612075e-06,172.58898491742426,554.5391076927251,-45359.74819743908,34.40547532635354,200.0,16.5,0.034557090898715115,0.598530500336949
-1.1252838666131021e-06,171.26714073234749,553.217267343193,-45365.12115076343,26.463664338949233,200.0,17.0,0.0343047588654005,0.5986439391195169
-1.1644991580495723e-06,170.20913986698875,552.1592694932762,-45369.36482016817,20.14166166418021,200.0,17.5,0.03410491805008308,0.598732449615621
