displacement_all,LDF_v_all,LDF_q_all,LDF_baseline_v,LDF_baseline_q,load_all,time_all
4.6137817361792665e-06,0.00010201123926477569,7.213283904136623e-05,13.351244924775461,13.351244924775433,0.0,1.0
9.889301857798912e-06,0.00022731743246180318,0.0001607376979756562,29.751336601168113,29.75133660116809,0.0,2.0
1.555023331491149e-05,0.0003768129894754738,0.00026644702009728154,49.31733551698022,49.31733551697994,0.0,3.0
2.1559437113269488e-05,0.0005542931226084098,0.00039194442576147265,72.54595957662144,72.54595957662126,0.0,4.0
2.78894059532565e-05,0.000764057882538555,0.0005402705099620477,100.0,100.0,0.0,5.0
2.677184720345464e-05,0.0007635411110866763,0.0005399050973641005,99.93236488181213,99.9323648818121,80.41060914063179,6.0
2.250835554833182e-05,0.0007477423244135939,0.0005287336681730414,97.86461752468894,97.86461752468838,320.0055084454708,7.0
1.5444479928200774e-05,0.0007207499230365486,0.0005096471581188258,94.33184834660467,94.33184834660453,713.9072366993043,8.0
5.7541244106926e-06,0.00068369701048972,0.00048344679239425135,89.48235809283992,89.48235809283982,1254.0970906336686,9.0
-6.337941291301801e-06,0.0006380188926549276,0.0004511474855214314,83.50399979320056,83.50399979320046,1929.5783626013597,10.0
-2.0554301689513432e-05,0.0005855160470587019,0.00041402236736874973,76.63242019221708,76.63242019221696,2726.600201832248,11.0
-3.65734480631515e-05,0.0005283315098788779,0.0003735867933498794,69.1481001574796,69.14810015747902,3628.9375421007785,12.0
-5.4039743886007035e-05,0.00046885489697716214,0.0003315304770450706,61.36379293927425,61.363792939274,4618.221397285097,13.0
-7.257383650845328e-05,0.00040954847088541717,0.00028959450098766065,53.601759793997154,53.60175979399723,5674.312800952705,14.0
-9.178284721484397e-05,0.0003527203135330659,0.00024941092556147613,46.164082799743554,46.1640827997435,6775.712777641048,15.0
-0.00011126977656786281,0.00030029548080465977,0.00021234097083665016,39.30271353355308,39.30271353355312,7899.999999999997,16.0
-0.00013064173651763515,0.00025364433922672546,0.00017935363227679861,33.19700575354333,33.19700575354329,9024.287222358951,17.0
-0.00014951684627719636,0.00021351176889958535,0.00015097561965203148,27.9444494689591,27.944449468958993,10125.687199047296,18.0
-0.00016752986320086086,0.000180057637688363,0.0001273199766138709,23.565968207817967,23.565968207817733,11181.778602714901,19.0
-0.00018433681528658093,0.00015298391092286213,0.00010817596082599471,20.022555151787525,20.022555151787525,12171.062457899217,20.0
-0.00019961901816566873,0.0001317030557183909,9.312812380146362e-05,17.237313916690734,17.237313916690656,13073.399798167751,21.0
-0.00021308687375922353,0.00011550251617828484,8.167261243377401e-05,15.116985089471475,15.116985089471429,13870.42163739864,22.0
-0.0002244837600595507,0.00010367564884406131,7.330975434155112e-05,13.569083077790216,13.569083077790218,14545.90290936633,23.0
-0.0002335901547119183,9.56093540554433e-05,6.760602259746995e-05,12.51336531439014,12.513365314390205,15086.092763300694,24.0
-0.00024022793129716062,9.083351785166041e-05,6.42289964319385e-05,11.888303219890789,11.888303219890789,15479.99449155453,25.0
-0.00024426457780663924,8.904411176860404e-05,6.296369525631262e-05,11.654105507394043,11.654105507393995,15719.58939085937,26.0
-0.0002456169577062333,9.011200308350716e-05,6.371880844665141e-05,11.793871268510868,11.793871268510927,15800.0,27.0
-0.00024563306314476154,9.277853497935326e-05,6.560433123245384e-05,12.142867327158498,12.142867327158452,15800.0,28.0
-0.0002456506390521924,9.555725650778979e-05,6.756918406824038e-05,12.506546780239242,12.5065467802392,15800.0,29.0
-0.000245650457730692,9.829310395119992e-05,6.950372034776768e-05,12.864614867217204,12.864614867217185,15800.0,30.0
-0.00024565129980720423,0.00010105420708940422,7.145611510034764e-05,13.225988422978537,13.225988422978558,15800.0,31.0
-0.00024565216063178317,0.00010382048423900723,7.341216843147314e-05,13.588039154058249,13.588039154058235,15800.0,32.0
-0.00024565292962508694,0.00010658241385954921,7.536514759531795e-05,13.949520879940792,13.949520879940701,15800.0,33.0
-0.00024565361565186003,0.00010933345459907632,7.731042715755819e-05,14.309577467589213,14.309577467589154,15800.0,34.0
-0.0002456542267120762,0.00011206908214475908,7.924480794591131e-05,14.667616774322589,14.667616774322553,15800.0,35.0
-0.00024565476767898336,0.00011478612287469926,8.1166045870812e-05,15.023223436073517,15.023223436073472,15800.0,36.0
-0.0002456552433801507,0.00011748238141506625,8.307258856853762e-05,15.376110122015264,15.376110122015215,15800.0,37.0
-0.0002456556584596414,0.00012015637100304768,8.496338473902187e-05,15.726082244427925,15.726082244427943,15800.0,38.0
-0.0002456560172388651,0.000122807121257431,8.683774821912813e-05,16.0730127996859,16.073012799685888,15800.0,39.0
-0.0002456563236985731,0.0001254340408114787,8.86952608494267e-05,16.416824389629824,16.41682438962979,15800.0,40.0
-0.00024565658148862615,0.00012803681792498817,9.053570219630644e-05,16.75747621365942,16.757476213659395,15800.0,41.0
-0.0002456567939471148,0.00013061534774819444,9.235899811978773e-05,17.09495454902312,17.094954549023168,15800.0,42.0
-0.00024565696412413336,0.00013316967859043827,9.416518277973193e-05,17.42926571845405,17.42926571845403,15800.0,43.0
-0.00024565709480684465,0.00013569997190171512,9.595437033852711e-05,17.760430852549653,17.7604308525497,15800.0,44.0
-0.0002456571885439654,0.0001382064722548731,9.772673373529127e-05,18.088481961037697,18.08848196103768,15800.0,45.0
-0.0002456572476687844,0.00014068948469354923,9.948248866845013e-05,18.41345896807104,18.413458968071097,15800.0,46.0
-0.00024565727432032967,0.00014314935755414243,0.00010122188144903167,18.73540746396514,18.73540746396508,15800.0,47.0
