displacement_all,LDF_v_all,LDF_q_all,LDF_baseline_v,LDF_baseline_q,load_all,time_all
-0.0002533792092003485,0.0001517901859407096,0.00010733186979624294,27.444461273927576,27.4444612739275,30930.08947855281,461.0
-0.00025024833274725657,0.00015604296175107706,0.0001103390364106195,28.213385432699713,28.213385432699532,30557.45451797426,462.0
-0.000246455481794428,0.00016122106643796114,0.00011400050934840946,29.149613902747454,29.14961390274737,30106.08215239172,463.0
-0.00024202003487527388,0.00016735275661903872,0.00011833626905558463,30.25825562866271,30.258255628662678,29578.380648672162,464.0
-0.00023696465840392558,0.00017446851516322875,0.0001233678701754663,31.544822072931535,31.54482207293119,28977.16552266007,465.0
-0.00023131516724398063,0.00018259943224160018,0.00012911729677884918,33.014934501452075,33.01493450145196,28305.644517182216,466.0
-0.0002251003699356853,0.00019177533108901405,0.0001356056370773368,34.67398511141504,34.67398511141478,27567.400487351755,467.0
-0.00021835190188476875,0.0002020226856843074,0.00014285161100089153,36.52676053696583,36.526760536965476,26766.372284486017,468.0
-0.0002111040495902027,0.00021336236895009116,0.00015086997793463554,38.577034711924476,38.57703471192429,25906.83374063048,469.0
-0.00020339356897754217,0.00022580729296930877,0.00015966986809997562,40.82714220856987,40.827142208569654,24993.370865815654,470.0
-0.00019525950054316145,0.00023936002362384475,0.00016925309584939237,43.27754695179661,43.27754695179628,24030.857379709298,471.0
-0.00018674298351454213,0.00025401047132268166,0.00017961252676465962,45.926424690660994,45.92642469066085,23024.42870821329,472.0
-0.00017788707062391042,0.00026973377457232417,0.00019073058111513405,48.76928033681975,48.76928033681953,21979.454583744464,473.0
-0.00016873654440984127,0.0002864885014705209,0.00020257796212177736,51.798622785167524,51.79862278516722,20901.51039538885,474.0
-0.00015933773524226194,0.0003042152935298432,0.00021511269699560785,55.00371971003109,55.00371971003073,19796.347441788555,475.0
-0.0001497383405519672,0.00032283606506008114,0.00022827957081556416,58.37045280930988,58.37045280930942,18669.862245475095,476.0
-0.00013998724407886205,0.0003422538492399123,0.00024201001768473946,61.881289973426796,61.88128997342627,17528.06509237042,477.0
-0.00013013433337536265,0.0003623533498660925,0.00025622251087597576,65.51538504447409,65.51538504447382,16377.04796431101,478.0
-0.0001202303133512987,0.000383002217773836,0.0002708234653973667,69.24880859970887,69.24880859970862,15222.952035688995,479.0
-0.00011032651335736413,0.0004040530263795278,0.00028570863491191105,73.0549051400309,73.0549051400305,14071.934907629588,480.0
-0.00010047468520089216,0.00042534587572682514,0.0003007649530761685,76.9047639151676,76.90476391516721,12930.137754524905,481.0
-9.072678958580441e-05,0.0004467115130325509,0.0003158727400994194,80.76778313472909,80.76778313472866,11803.652558211443,482.0
-8.113476877175441e-05,0.0004679748238840675,0.00033090817139300264,84.61230119499336,84.61230119499248,10698.489604611146,483.0
-7.175030374699691e-05,0.0004889585249569023,0.00034574588871599723,88.40626434160968,88.4062643416092,9620.545416255538,484.0
-6.262455488396087e-05,0.0005094868782688292,0.00036026162654945345,92.11789822620577,92.11789822620511,8575.571291786711,485.0
-5.3807885862680034e-05,0.0005293892491517445,0.00037433472796245175,95.71635120635342,95.71635120635256,7569.142620290704,486.0
-4.534957156188245e-05,0.0005485033446639893,0.0003878504345154093,99.17227986749135,99.17227986749096,6606.629134184348,487.0
-3.7297491580219346e-05,0.0005666779944033031,0.00040070185259176823,102.45835180848384,102.45835180848336,5693.166259369521,488.0
-2.9697812006552774e-05,0.0005837753691669836,0.0004127915222276526,105.54964678700728,105.54964678700632,4833.627715513983,489.0
-2.2594658954505437e-05,0.0005996725717233017,0.0004240325419571226,108.42394433936073,108.42394433936009,4032.599512648246,490.0
-1.602978816301446e-05,0.0006142625750083477,0.0004343492322175141,111.06189341137336,111.06189341137309,3294.3554828177867,491.0
-1.0042255600018926e-05,0.0006274545233287152,0.0004436773483319077,113.44706681742872,113.44706681742827,2622.8344773399303,492.0
-4.668094460348803e-06,0.0006391734489232465,0.00045196388008801906,115.56590999334247,115.56590999334142,2021.619351327838,493.0
5.999579599104872e-08,0.0006493594872952774,0.0004591664968943105,117.40759912431922,117.40759912431866,1493.9178476082834,494.0
4.112942666697456e-06,0.0006579666984652942,0.00046525271427973457,118.96382802125405,118.96382802125362,1042.5454820257428,495.0
7.4655705351839685e-06,0.0006649616167850698,0.00047019886845749154,120.22854591952684,120.2285459195258,669.9105214471876,496.0
1.009684206667661e-05,0.0006703216589426465,0.00047398899061456076,121.19766963795809,121.1976696379573,378.00113461635243,497.0
1.1990066305960021e-05,0.0006740335186143525,0.00047661367175923713,121.86879332347871,121.86879332347796,168.37478441325976,498.0
1.3133069304583517e-05,0.0006760916676998498,0.00047806900293428554,122.2409174665703,122.24091746656964,42.14991811588402,499.0
