displacement_all,pressure_solid_all,pressure_IF_all,pressure_cell_all,load_all,time_all,pressurel
-1.8229148415997068e-06,1.2223809654106677,362.0845645975071,-1037.7401308093354,200.0,120.5,5.115267054937011e-12
-1.822917802703436e-06,1.2223807662582673,362.0845646051084,-1037.740138383234,200.0,121.0,4.481901536093113e-12
-1.8229207577140523e-06,1.2223805665088667,362.0845646127302,-1037.7401459797597,200.0,121.5,3.926958487894841e-12
-1.8229237066691554e-06,1.2223803661611135,362.08456462037276,-1037.7401535989616,200.0,122.0,3.440727745012415e-12
-1.8229266496059593e-06,1.2223801652140396,362.08456462803616,-1037.740161240888,200.0,122.5,3.0147014417880147e-12
-1.822929586561297e-06,1.222379963666041,362.0845646357203,-1037.7401689055876,200.0,123.0,2.6414251450999097e-12
-1.8229325175716285e-06,1.2223797615159315,362.0845646434252,-1037.7401765931097,200.0,123.5,2.314367419756152e-12
-1.8229354426730439e-06,1.2223795587624438,362.08456465115125,-1037.7401843035027,200.0,124.0,2.0278055441265026e-12
-1.8229383619012681e-06,1.2223793554042617,362.08456465889793,-1037.740192036816,200.0,124.5,1.77672537631187e-12
-1.8229412752916682e-06,1.2223791514402613,362.084564666666,-1037.7401997930986,200.0,125.0,1.5567336187505885e-12
-1.8229441828792572e-06,1.2223789468690527,362.08456467445495,-1037.7402075724,200.0,125.5,1.3639809461037016e-12
-1.8229470846986987e-06,1.2223787416892358,362.08456468226507,-1037.7402153747694,200.0,126.0,1.1950946513425254e-12
-1.822949980784312e-06,1.2223785358996047,362.0845646900964,-1037.7402232002567,200.0,126.5,1.0471196315076198e-12
-1.822952871170078e-06,1.2223783294989157,362.08456469794896,-1037.740231048911,200.0,127.0,9.17466680531905e-13
-1.8229557558896413e-06,1.2223781224857628,362.08456470582286,-1037.7402389207825,200.0,127.5,8.038671843773005e-13
-1.8229586349763177e-06,1.2223779148588585,362.08456471371807,-1037.7402468159207,200.0,128.0,7.043334257589064e-13
-1.8229615084630976e-06,1.2223777066171087,362.0845647216349,-1037.740254734376,200.0,128.5,6.171238038850404e-13
-1.8229643763826479e-06,1.2223774977588124,362.084564729573,-1037.7402626761989,200.0,129.0,5.40712360642535e-13
-1.8229672387673213e-06,1.2223772882830113,362.08456473753273,-1037.7402706414387,200.0,129.5,4.737620800089639e-13
-1.8229700956491576e-06,1.222377078188105,362.08456474551394,-1037.740278630147,200.0,130.0,4.1510149349592436e-13
-1.822972947059887e-06,1.2223768674730298,362.0845647535171,-1037.740286642374,200.0,130.5,3.6370418227496275e-13
-1.822975793030936e-06,1.2223766561362714,362.08456476154174,-1037.7402946781704,200.0,131.0,3.1867081732289197e-13
